Num_Acc,num_veh,category_veh,obstacle,obstacle_m,choc,manoeuvre
201600000452,A01,7,0,2,1,5
201600000453,A01,7,0,0,0,1
201600000454,B02,7,0,2,0,0
201600000454,C03,7,0,0,0,0
201600000454,A01,33,0,0,4,0
201600000455,A01,33,0,2,1,13
201600000455,B02,7,0,2,1,1
201600000456,A01,7,6,0,1,13
201600000457,A01,7,2,0,8,1
201600000458,A01,7,0,1,3,0
201600000459,A01,7,0,2,7,6
201600000459,B02,7,0,2,1,1
201600000460,A01,2,0,0,0,0
201600000460,B02,7,0,0,0,0
201600000461,A01,33,0,2,8,1
201600000461,B02,14,0,2,8,1
201600000462,B02,7,0,2,1,16
201600000462,A01,10,0,2,2,15
201600000463,A01,33,0,0,0,1
201600000464,A01,7,0,1,6,4
201600000465,A01,7,0,1,2,1
201600000466,A01,10,0,0,8,1
201600000467,A01,7,0,1,1,1
201600000468,A01,33,13,0,1,1
201600000469,B02,7,0,2,3,1
201600000469,A01,33,0,2,7,15
201600000470,A01,33,0,2,1,1
201600000470,B02,21,0,2,6,1
201600000471,A01,10,1,0,1,1
201600000472,A01,7,0,0,1,1
201600000473,A01,31,6,0,7,0
201600000474,B02,10,0,0,0,0
201600000474,A01,7,0,0,0,0
201600000475,A01,7,0,2,3,13
201600000475,B02,10,0,2,3,1
201600000476,A01,7,0,0,6,19
201600000476,B02,33,0,0,1,17
201600000477,A01,7,0,0,0,0
201600000477,B02,14,0,0,0,0
201600000478,A01,7,0,0,0,0
201600000478,B02,7,0,0,0,0
201600000479,A01,7,0,0,8,1
201600000479,B02,2,0,2,1,19
201600000480,B02,1,0,2,4,1
201600000480,A01,7,0,9,1,1
201600000481,A01,7,0,2,2,15
